id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2545236077,9,1,1,0,22,bax97wqmyvdu4xygi7wzcvdzd,1,23.1,34.6,2023-05-07T14:02:28.836Z,2023-05-07T14:02:30Z,4259020807,56,Back,4259020811,140,25.4,4259020813,141,68.1,4259020817,213,1.5,4259020815,212,22.9,,,,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236099,10,1,1,0,24,bax97wqmyvdu4xygi7wzcvdzd,1,24.9,82,2023-05-07T14:02:30.868Z,2023-05-07T14:02:33Z,4259020969,141,96.8,4259020965,56,Back,4259020973,213,0.8,4259020967,140,34.6,4259020971,212,14.3,,,,,,,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236119,11,1,1,0,26,bax97wqmyvdu4xygi7wzcvdzd,0,30.4,92.9,2023-05-07T14:02:33.300Z,2023-05-07T14:02:35Z,4259021083,212,39.1,4259021087,1,,4259021079,140,31.9,4259021077,56,Back,4259021085,213,4.8,4259021081,141,35.4,,,,,,,aemsodynsywxzi5m7czbenob9,Y. Zielinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236133,3,49,1,0,29,nuaf3wtujl8erbciumch6c65,1,61.5,61.1,2023-05-07T14:02:36.150Z,2023-05-07T14:02:36Z,,,,,,,,,,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236171,4,13,1,0,31,nuaf3wtujl8erbciumch6c65,1,72.9,53.8,2023-05-07T14:02:38.340Z,2023-05-07T14:02:57Z,4259022269,103,36.1,4259022265,83,,4259022267,102,57.3,4259021305,18,,4259022277,231,50.2,4259022273,458,,4259021307,56,Center,4259021303,22,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,4259022271,215,4259021687,20,4259022275,230,98.8,,,,,,,,,,,,,,,,,,,,,,,,,
2545236189,5,5,1,0,32,nuaf3wtujl8erbciumch6c65,0,101.4,59.4,2023-05-07T14:02:39.332Z,2023-05-07T14:53:54Z,4259021389,56,Center,4259021433,233,12,4259021391,346,,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236165,12,5,1,0,32,bax97wqmyvdu4xygi7wzcvdzd,1,-1.4,40.6,2023-05-07T14:02:39.332Z,2023-05-07T14:02:42Z,4259021285,56,Back,4259021287,346,,4259021425,233,5,,,,,,,,,,,,,,,,aemsodynsywxzi5m7czbenob9,Y. Zielinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236507,13,1,1,0,55,bax97wqmyvdu4xygi7wzcvdzd,0,5.1,41.6,2023-05-07T14:03:02.165Z,2023-05-07T14:03:09Z,4259022945,212,45.6,4259022951,74,,4259022949,1,,4259022941,140,47.0,4259022937,124,,4259022943,141,24.0,4259022947,213,6.0,4259022939,56,Back,biomno1rhjrnhw59fs2yisktm,E. Mahmutovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236515,6,44,1,0,58,nuaf3wtujl8erbciumch6c65,1,51.9,77.5,2023-05-07T14:03:04.853Z,2023-05-07T14:55:09Z,4259023175,233,14,4259022987,56,Center,4259034809,286,,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236547,14,44,1,0,58,bax97wqmyvdu4xygi7wzcvdzd,0,48.1,22.5,2023-05-07T14:03:04.854Z,2023-05-07T14:05:51Z,4259023107,285,,4259023105,56,Back,4259023185,233,6,,,,,,,,,,,,,,,,qirr699c3gjdqq420ssd9vit,D. Hoppius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236625,7,1,1,1,0,nuaf3wtujl8erbciumch6c65,1,50.8,79,2023-05-07T14:03:07.044Z,2023-05-07T14:51:34Z,4259023461,3,,4259023465,56,Back,4259023481,213,2.7,4259023463,168,,4259023467,140,24.3,4259023479,212,30.1,4259023475,141,96.0,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236631,8,44,1,1,0,nuaf3wtujl8erbciumch6c65,1,34.6,86.7,2023-05-07T14:03:07.225Z,2023-05-07T14:51:23Z,4259314843,233,33,4259023503,56,Back,4259023507,285,,,,,,,,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545238399,33,44,1,1,0,bax97wqmyvdu4xygi7wzcvdzd,0,65.4,13.3,2023-05-07T14:03:07.226Z,2023-05-07T14:55:10Z,4259033479,56,Right,4259033481,286,,4259033697,233,8,,,,,,,,,,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236637,9,1,1,1,1,nuaf3wtujl8erbciumch6c65,0,26.1,90.6,2023-05-07T14:03:07.684Z,2023-05-07T14:51:43Z,4259023525,3,,4259023529,140,36.5,4259023533,212,13.1,4259023531,141,100.0,4259023527,56,Back,4259023535,213,0.6,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236985,11,5,1,1,5,nuaf3wtujl8erbciumch6c65,0,47.3,101.2,2023-05-07T14:03:12.222Z,2023-05-07T14:51:52Z,4259316539,233,15,4259025501,56,Back,4259025503,347,,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236633,15,5,1,1,5,bax97wqmyvdu4xygi7wzcvdzd,1,52.7,-1.2,2023-05-07T14:03:12.222Z,2023-05-07T14:53:54Z,4259023595,233,11,4259023517,56,Right,4259023519,347,,,,,,,,,,,,,,,,,qirr699c3gjdqq420ssd9vit,D. Hoppius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236763,16,43,1,1,9,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2023-05-07T14:03:15.783Z,2023-05-07T14:03:40Z,4259024171,107,0,4259024175,140,52.2,4259024179,212,14.9,4259025231,144,1,4259024181,213,1.7,4259024173,56,Right,4259024177,141,20.6,,,,mx0xcrbamcrs77w7socdzv11,S. Freutel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236643,10,57,1,1,9,nuaf3wtujl8erbciumch6c65,1,0,0,2023-05-07T14:03:16.326Z,2023-05-07T14:51:54Z,4259023553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236969,17,57,1,1,9,bax97wqmyvdu4xygi7wzcvdzd,0,0,0,2023-05-07T14:03:16.326Z,2023-05-07T14:55:06Z,4259025397,56,Right,,,,,,,,,,,,,,,,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237009,12,1,1,1,37,nuaf3wtujl8erbciumch6c65,0,50.2,100,2023-05-07T14:03:44.421Z,2023-05-07T14:03:46Z,4259025639,56,Left,4259025643,141,87.1,4259025647,213,5.7,4259025637,107,,4259025641,140,63.3,4259025645,212,16.7,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237043,18,12,1,1,39,bax97wqmyvdu4xygi7wzcvdzd,1,27.6,13.1,2023-05-07T14:03:45.694Z,2023-05-07T16:05:27Z,4259025895,212,10.7,4259025899,213,5.2,4259025891,141,0.0,4259025887,140,32.4,4259025883,56,Back,4259025949,167,,,,,,,,ac6txr5931brb1tib9d92ok8a,S. Vobian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237095,13,5,1,1,40,nuaf3wtujl8erbciumch6c65,1,65.8,100.5,2023-05-07T14:03:47.350Z,2023-05-07T14:03:53Z,4259026173,347,,4259026187,233,19,4259026171,56,Left,,,,,,,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237051,19,5,1,1,40,bax97wqmyvdu4xygi7wzcvdzd,0,34.2,-0.5,2023-05-07T14:03:47.350Z,2023-05-07T14:53:54Z,4259026205,233,13,4259025921,56,Back,4259025925,347,,,,,,,,,,,,,,,,,ac6txr5931brb1tib9d92ok8a,S. Vobian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237171,14,1,1,1,50,nuaf3wtujl8erbciumch6c65,0,69.7,100,2023-05-07T14:03:57.414Z,2023-05-07T14:03:59Z,4259026697,140,81.6,4259026693,107,,4259026705,213,5.4,4259026695,56,Center,4259026699,141,76.7,4259026703,212,20.7,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237151,20,8,1,1,51,bax97wqmyvdu4xygi7wzcvdzd,1,19.8,12.2,2023-05-07T14:03:58.294Z,2023-05-07T14:03:58Z,4259026593,56,Back,,,,,,,,,,,,,,,,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237187,21,49,1,1,53,bax97wqmyvdu4xygi7wzcvdzd,1,24.7,30.7,2023-05-07T14:04:00.296Z,2023-05-07T14:04:00Z,,,,,,,,,,,,,,,,,,,,,,,,,ac6txr5931brb1tib9d92ok8a,S. Vobian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237201,22,1,1,1,54,bax97wqmyvdu4xygi7wzcvdzd,0,25.9,37.6,2023-05-07T14:04:01.031Z,2023-05-07T14:04:02Z,4259026939,212,17.1,4259026941,213,5.8,4259026937,141,25.2,4259026933,56,Back,4259026935,140,40.1,,,,,,,,,,ac6txr5931brb1tib9d92ok8a,S. Vobian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237223,15,49,1,1,58,nuaf3wtujl8erbciumch6c65,1,68.6,75.1,2023-05-07T14:04:05.206Z,2023-05-07T14:04:05Z,,,,,,,,,,,,,,,,,,,,,,,,,6l7cn7fmomj88kfdyo9seopg5,A. Moraitou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237277,16,1,1,1,58,nuaf3wtujl8erbciumch6c65,1,67.4,73.3,2023-05-07T14:04:05.654Z,2023-05-07T14:04:09Z,4259027381,140,76.8,4259027387,213,6.0,4259027385,212,10.2,4259027379,56,Center,4259027383,141,69.7,,,,,,,,,,6l7cn7fmomj88kfdyo9seopg5,A. Moraitou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237313,17,1,1,2,2,nuaf3wtujl8erbciumch6c65,1,76.9,72.4,2023-05-07T14:04:09.366Z,2023-05-07T14:04:11Z,4259027461,56,Back,4259027469,213,3.6,4259027465,141,47.5,4259027473,1,,4259027463,140,42.3,4259027467,212,40.1,,,,,,,axjakqkndyt2k8v2b0y97tw16,M. Hirata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237351,18,1,1,2,5,nuaf3wtujl8erbciumch6c65,1,39.7,39.5,2023-05-07T14:04:11.846Z,2023-05-07T14:04:14Z,4259027667,140,19.4,4259027671,212,21.7,4259027665,56,Back,4259027669,141,45.4,4259027673,213,3.0,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237357,19,1,1,2,7,nuaf3wtujl8erbciumch6c65,1,22.7,47.8,2023-05-07T14:04:14.086Z,2023-05-07T14:04:15Z,4259027701,140,27.3,4259027707,213,1.2,4259027703,141,68.8,4259027705,212,15.1,4259027699,56,Back,,,,,,,,,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237409,20,1,1,2,9,nuaf3wtujl8erbciumch6c65,1,29.4,74.5,2023-05-07T14:04:16.566Z,2023-05-07T14:04:19Z,4259028111,213,1.3,4259028107,141,91.4,4259028105,140,32.3,4259028103,56,Back,4259028109,212,11.9,,,,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237469,21,1,1,2,12,nuaf3wtujl8erbciumch6c65,1,32.7,94.2,2023-05-07T14:04:19.350Z,2023-05-07T14:04:23Z,4259028481,141,82.4,4259028485,213,5.9,4259028477,56,Left,4259028483,212,23.9,4259028479,140,54.1,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237477,22,1,1,2,17,nuaf3wtujl8erbciumch6c65,0,54.2,82.3,2023-05-07T14:04:23.782Z,2023-05-07T14:04:24Z,4259028549,212,22.2,4259028551,213,0.1,4259028547,141,84.4,4259028543,56,Left,4259028545,140,75.3,,,,,,,,,,6l7cn7fmomj88kfdyo9seopg5,A. Moraitou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237479,23,49,1,2,18,bax97wqmyvdu4xygi7wzcvdzd,1,17.6,15,2023-05-07T14:04:25.112Z,2023-05-07T14:04:25Z,,,,,,,,,,,,,,,,,,,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237529,24,1,1,2,18,bax97wqmyvdu4xygi7wzcvdzd,1,17.6,15,2023-05-07T14:04:25.448Z,2023-05-07T14:04:27Z,4259028771,1,,4259028763,140,40.4,4259028767,212,24.3,4259028759,157,,4259028761,56,Back,4259028765,141,9.1,4259028769,213,6.1,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237551,25,1,1,2,20,bax97wqmyvdu4xygi7wzcvdzd,1,40.4,9.1,2023-05-07T14:04:27.400Z,2023-05-07T14:04:29Z,4259028939,140,27.8,4259028943,212,13.3,4259028941,141,6.5,4259028937,56,Back,4259028933,3,,4259028945,213,3.3,,,,,,,2b6315hlohr62lm3xzz5qidey,A. Halverkamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237587,26,1,1,2,22,bax97wqmyvdu4xygi7wzcvdzd,1,27.8,6.5,2023-05-07T14:04:29.352Z,2023-05-07T14:04:32Z,4259029147,213,0.6,4259029145,212,15.1,4259029143,141,19.5,4259029141,140,39.5,4259029139,56,Back,,,,,,,,,,mx0xcrbamcrs77w7socdzv11,S. Freutel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237603,27,1,1,2,25,bax97wqmyvdu4xygi7wzcvdzd,0,39.5,19.5,2023-05-07T14:04:32.040Z,2023-05-07T14:04:37Z,4259029233,213,6.0,4259029231,212,22.4,4259029227,140,59.9,4259029225,56,Right,4259029229,141,9.8,,,,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237635,23,8,1,2,29,nuaf3wtujl8erbciumch6c65,1,30.2,84.2,2023-05-07T14:04:35.704Z,2023-05-07T14:04:35Z,4259029367,56,Back,,,,,,,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237657,24,49,1,2,29,nuaf3wtujl8erbciumch6c65,1,30.2,83.6,2023-05-07T14:04:36.567Z,2023-05-07T14:04:36Z,,,,,,,,,,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237665,25,1,1,2,30,nuaf3wtujl8erbciumch6c65,1,30.2,83.6,2023-05-07T14:04:37.015Z,2023-05-07T14:04:38Z,4259029541,140,25.2,4259029545,212,11.2,4259029549,213,4.2,4259029539,56,Back,4259029543,141,69.1,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237677,26,1,1,2,31,nuaf3wtujl8erbciumch6c65,1,22.4,65.8,2023-05-07T14:04:38.150Z,2023-05-07T14:04:39Z,4259029599,212,18.7,4259029595,140,5.2,4259029601,213,3.4,4259029593,56,Back,4259029597,141,58.8,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237721,27,1,1,2,32,nuaf3wtujl8erbciumch6c65,1,3.2,55.4,2023-05-07T14:04:39.319Z,2023-05-07T14:04:43Z,4259029863,213,1.0,4259029857,140,15.6,4259029861,212,23.8,4259029855,56,Back,4259029859,141,84.7,,,,,,,,,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237839,28,1,1,2,36,nuaf3wtujl8erbciumch6c65,1,19.2,83.9,2023-05-07T14:04:42.967Z,2023-05-07T14:04:54Z,4259030521,212,9.0,4259030519,141,92.9,4259030515,56,Back,4259030523,213,0.7,4259030517,140,25.5,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237845,29,4,1,2,42,nuaf3wtujl8erbciumch6c65,1,30.6,95.6,2023-05-07T14:04:48.855Z,2023-05-07T14:51:56Z,4259030553,152,,4259030557,285,,4259030565,233,28,4259317161,294,,4259030549,13,,4259030551,56,Back,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545237799,28,4,1,2,42,bax97wqmyvdu4xygi7wzcvdzd,0,69.4,4.4,2023-05-07T14:04:48.856Z,2023-05-07T14:04:55Z,4259030305,56,Right,4259030309,286,,4259030301,13,,4259030303,294,,4259030307,152,,4259030605,233,29,,,,,,,2b6315hlohr62lm3xzz5qidey,A. Halverkamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545238117,30,1,1,3,4,nuaf3wtujl8erbciumch6c65,1,31.1,94.5,2023-05-07T14:05:11.544Z,2023-05-07T14:05:15Z,4259031919,56,Back,4259031925,212,19.4,4259031915,5,,4259031921,140,14.3,4259031923,141,82.7,4259031927,213,3.6,4259031917,152,,,,,6l7cn7fmomj88kfdyo9seopg5,A. Moraitou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
